,Unnamed: 0,ann_id,ann_file_id,ann_file,argQ_id,claim_id,claim_text,claim_label,claim_first_carach_pos,claim_last_carach_pos,relation_ids,relation_types,premise_ids,premise_labels,premise_first_carach_pos,premise_last_carach_pos,premise_texts,SPECIFIC,PERSUASIVE,STRONG,OBJECTIVE,TEMPORALHISTORY,global_arg_id,valid,nbr_ATTACK,nbr_SUPPORT,nbr_PREMISE_Fact,nbr_PREMISE_Hypothesis,nbr_PREMISE_Other,nbr_PREMISE_RealExample,nbr_PREMISE_Statistic,nbr_tokens_per_premises_list,nbr_sentences_per_premises_list,nbr_sentences_per_claim,nbr_tokens_per_claim,year,quarter,nbr_premises,company_name,nbr_sentences_per_argument,nbr_tokens_per_argument,sum_nbr_tokens_per_premises_list,sum_nbr_sentences_per_premises_list,nbr_CLAIM-Opinion(view),nbr_CLAIM-Fact,nbr_CLAIM-Value,nbr_CLAIM-Other,nbr_CLAIM-Policy
1569,1569,7,AMZN_Q2_2018_18395_7,AMZN_Q2_2018_18395,ArgQ1,DOYWPgz7k5,"So, it was a big quarter for Whole Foods and Prime.",CLAIM-Fact,681,732,"['R4', 'R5', 'R6', 'R7', 'R8', 'R9', 'R10']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['f9aeELSIdt', 'vUYn3ny79h', 'wjmbs5oZ6u', '7h2SLs1xMl', '440Mz3aJKa', '1m4XLNo_pB', 'tU3u5anN64']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['733', '798', '940', '1227', '1316', '1584', '1709']","['797', '939', '997', '1315', '1398', '1708', '1938']","['We launched additional savings for Prime members at Whole Foods.', 'If you go to Whole Foods store or Whole Foods Market 365 store, you see a lot of yellow stickers for 10% discounts of hundreds of sale items.', 'You also see deep discounts on selected popular products.', ""So in addition, we've expanded grocery delivery to 20 cities so that's picking up steam."", 'During the Prime Day, we had some unique deals for Prime customers at Whole Foods.', ""And the Prime Rewards Visa Card, which gives you 5% off on all purchases has been applied to Whole Foods' purchases as well."", ""So that is the second wave, probably after the first wave where we talked in previous calls about initial price drops, putting lockers in the stores, selling some of the Whole Foods' products on the Amazon site, and other things.""]",2,2,2,1,3,AMZN_Q2_2018_18395_ArgQ1,1.0,0,7,6,0,0,0,1,"[11, 31, 10, 19, 17, 27, 46]","[1, 1, 1, 1, 1, 1, 1]",1,13,2018,Q2,7,AMZN,8,174,161,7,0,1,0,0,0
1570,1570,6,MSFT_Q4_2015_17145_6,MSFT_Q4_2015_17145,ArgQ0,YJ4izdGktH,"Overall, we are very excited about the growth we are seeing in Office 365.",CLAIM-Opinion(view),705,779,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['S86NS0Sxd-', 'rtJRHu9XTP']","['PREMISE-RealExample', 'PREMISE-Fact']","['780', '891']","['890', '1144']","[""On the consumer side, as you noted, we are growing 1 million subs a month, and that's fantastic growth for us."", ""The consumer value, especially now that we have even all the endpoints covered with Office, the definition of Office and where all it's present is also changed, and that all accrues to consumers being willing to have a subscription relationship with us.""]",2,1,1,0,-1,MSFT_Q4_2015_17145_ArgQ0,1.0,0,2,1,0,0,1,0,"[26, 47]","[1, 1]",1,16,2015,Q4,2,MSFT,3,89,73,2,1,0,0,0,0
1571,1571,6,MSFT_Q4_2015_17145_6,MSFT_Q4_2015_17145,ArgQ1,cOo5i7LmQp,"On the enterprise side, the growth remains very exciting for us, and the growth comes in multiple forms.",CLAIM-Opinion(view),1145,1249,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['qZLJhRCOv5', '3MbSsKIjLR']","['PREMISE-RealExample', 'PREMISE-Statistic']","['1250', '1316']","['1315', '1406']","['It comes in the form of just the EAs renewing more to Office 365.', 'It also comes in the form of some of the more comprehensive suites, the E3 and the new E5.']",1,2,1,0,-1,MSFT_Q4_2015_17145_ArgQ1,1.0,0,2,0,0,0,1,1,"[15, 21]","[1, 1]",1,21,2015,Q4,2,MSFT,3,57,36,2,1,0,0,0,0
1572,1572,6,MSFT_Q4_2015_17145_6,MSFT_Q4_2015_17145,ArgQ2,XJ8yYTv29x,And we also see small businesses.,CLAIM-Fact,1444,1477,"['R4', 'R5', 'R6', 'R7']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['nT1JKZEfSs', 'Rsxm5ON8Bs', 'Q7E8AxumMe', '3z2VV--utV']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Statistic']","['1478', '1588', '1617', '1812']","['1587', '1616', '1811', '1923']","['I talked about the 50,000 businesses, small and medium-sized businesses each month signing up for Office 365.', ""That's pretty unprecedented."", ""Having been in the server business all my life, I've never seen a lot of the small business customers adopt some of the rich capabilities like it's possible now, and that's great growth as well."", 'And that cloud revenue number that is the 88% is all up cloud revenues inclusive of Office 365, EMS, and Azure.']",2,2,2,1,-1,MSFT_Q4_2015_17145_ArgQ2,1.0,0,4,3,0,0,0,1,"[19, 5, 41, 25]","[1, 1, 1, 1]",1,7,2015,Q4,4,MSFT,5,97,90,4,0,1,0,0,0
1573,1573,6,MSFT_Q4_2015_17145_6,MSFT_Q4_2015_17145,ArgQ3,nDaE1NJhJY,"One thing I would add, Phil, to that is an important dynamic that we're seeing in Office 365.",CLAIM-Fact,2018,2111,"['R8', 'R9', 'R10', 'R11']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['0VeMcPl-N8', 'FczXLodyYS', 'vgO161k17c', 'eTFqtTC8vF']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Other', 'PREMISE-Fact']","['2112', '2267', '2350', '2519']","['2266', '2349', '2517', '2621']","[""As we are having this momentum build, in fact we talked about some of the new customers we're adding, and the way we see that is the install base growing."", 'And we were able to see that this quarter across all the core workloads in Office.', ""And when you think about why that's so critical long term, it's our ability to sell some of the workloads Satya actually referenced that will be in E5 when it launches"", 'They have the capability of upgrading on a more consistent basis using more of these premium services.']",2,2,1,1,-1,MSFT_Q4_2015_17145_ArgQ3,1.0,0,4,3,0,1,0,0,"[34, 17, 34, 18]","[1, 1, 1, 1]",1,22,2015,Q4,4,MSFT,5,125,103,4,0,1,0,0,0
1574,1574,8,AMZN_Q4_2017_18377_8,AMZN_Q4_2017_18377,ArgQ0,_mKSaCCJnN,So I think the out-of-stock issue is that -- may be getting press or tied more to the increased demand that we're seeing and also selective weather-related restocking issues.,CLAIM-Opinion(view),1220,1394,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['BnOuYn4jxH', 'kGSlTbhQj7']","['PREMISE-Fact', 'PREMISE-Fact']","['851', '1000']","['999', '1219']","[""I'd say Whole Foods is not less in their commitment to providing the best selection of high-quality products and having them in stock for customers."", ""We've made no changes post acquisition that would have impacted anything related to in stock, except perhaps the fact that the price decreases have brought up demand and there's an amount of rebalancing related to that.""]",1,1,1,1,-1,AMZN_Q4_2017_18377_ArgQ0,1.0,0,2,2,0,0,0,0,"[27, 40]","[1, 1]",1,31,2017,Q4,2,AMZN,3,98,67,2,1,0,0,0,0
1575,1575,8,AMZN_Q4_2017_18377_8,AMZN_Q4_2017_18377,ArgQ1,WdztQso2HH,"But stepping beyond any short-term issues, the commitment is -- remains to have healthy, high-quality selection in stock for products.",CLAIM-Fact,1395,1529,"['R2', 'R3', 'R4', 'R5', 'R6']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['7w2TVwocch', 'C87Ezn683h', 'B-F_HSMo2W', 'qa0EmZLm1d', 'GW_6Cod_Tc']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Other', 'PREMISE-Other', 'PREMISE-Other']","['1530', '1580', '1727', '1774', '1902']","['1579', '1726', '1773', '1863', '2071']","[""That's what the Whole Foods team is committed to."", ""That's what the Amazon team, with them, is committed to, and also across any delivery channel that we have, AmazonFresh, Prime Now or Whole Foods."", ""So where there's issues, they'll be corrected."", ""Where there's areas we can improve our selection and delivery for customers, we'll do so."", ""So the immediacy, the perishability are all challenges everyone has in this area, but we're confident that we will have a good service and continue to delight customers.""]",2,1,1,1,-1,AMZN_Q4_2017_18377_ArgQ1,1.0,0,5,2,0,3,0,0,"[11, 32, 11, 19, 32]","[1, 1, 1, 1, 1]",1,23,2017,Q4,5,AMZN,6,128,105,5,0,1,0,0,0
1576,1576,7,FB_Q4_2016_17291_7,FB_Q4_2016_17291,ArgQ0,PzjkNnQZ2K,"So on elections, we run a very large and diversified business.",CLAIM-Fact,727,789,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['C1_vZ4ofMz', '4FR6o_QbZx']","['PREMISE-Fact', 'PREMISE-Fact']","['790', '990']","['989', '1088']","['So there are these events that are obviously big like the U.S. elections, the World Cup, Super Bowl, but there are enough of these all around the world that no one event is that big for our business.', 'Even last quarter, political spending even within the U.S. alone was not a top-10 vertical for us.']",2,2,2,1,2,FB_Q4_2016_17291_ArgQ0,1.0,0,2,2,0,0,0,0,"[42, 19]","[1, 1]",1,13,2016,Q4,2,FB,3,74,61,2,0,1,0,0,0
1577,1577,7,FB_Q4_2016_17291_7,FB_Q4_2016_17291,ArgQ1,VQ_wy-H5nT,"When you think about ads in Messenger, we right now are really focused on consumer growth and engagement",CLAIM-Fact,1089,1193,['R2'],['SUPPORT'],['Xsf3wyc69r'],['PREMISE-Fact'],['1194'],['1267'],['because we know that over time that creates the monetization opportunity.'],1,1,1,1,-1,FB_Q4_2016_17291_ArgQ1,1.0,0,1,1,0,0,0,0,[12],[1],1,19,2016,Q4,1,FB,2,31,12,1,0,1,0,0,0
1578,1578,7,FB_Q4_2016_17291_7,FB_Q4_2016_17291,ArgQ2,RyeRj53vor,and we think that's very promising for our ability for people to use this platform to make those connections that will ultimately drive business opportunities.,CLAIM-Opinion(view),1422,1581,"['R3', 'R4', 'R5']","['SUPPORT', 'SUPPORT', 'ATTACK']","['f4Em90aevF', '7XJM7Myy36', 'Kk2lM0JsJX']","['PREMISE-Fact', 'PREMISE-Statistic', 'PREMISE-Fact']","['1268', '1344', '1582']","['1343', '1421', '1698']","[""We're seeing a lot of organic connections between businesses and consumers."", ""We're now per month at a billion messages sent between people and businesses,"", ""We're in the very early stages, some of those ads you're seeing of exploring how to build more of these connections.""]",1,2,2,0,-1,FB_Q4_2016_17291_ArgQ2,1.0,1,2,2,0,0,0,1,"[13, 15, 25]","[1, 1, 1]",1,27,2016,Q4,3,FB,4,80,53,3,1,0,0,0,0
1579,1579,7,FB_Q4_2016_17291_7,FB_Q4_2016_17291,ArgQ3,aPgdoxTss1,"On Millennials, we were really pleased –",CLAIM-Opinion(view),2106,2147,['R6'],['SUPPORT'],['IEqBa_MjZ2'],['PREMISE-Fact'],['2147'],['2311'],"['this was a fantastic quarter for overall growth of the Facebook community, our strongest absolute MAU and DAU additions year-over-year since being a public company,']",2,2,2,0,3,FB_Q4_2016_17291_ArgQ3,1.0,0,1,1,0,0,0,0,[27],[1],1,8,2016,Q4,1,FB,2,35,27,1,1,0,0,0,0
1580,1580,7,FB_Q4_2016_17291_7,FB_Q4_2016_17291,ArgQ4,d00_dRnmuh,"and we continue to build our products to serve a wide variety of audiences, including Millennials as well.",CLAIM-Fact,2541,2647,"['R7', 'R8']","['SUPPORT', 'SUPPORT']","['reF_5gDXFT', 'l5UanRyNTU']","['PREMISE-Fact', 'PREMISE-Fact']","['2341', '2472']","['2471', '2540']","[""So within that context, we're not breaking out specific cohorts, but we remain a great place for advertisers to reach Millennials."", 'And Instagram is obviously another great place to reach Millennials,']",1,2,1,1,-1,FB_Q4_2016_17291_ArgQ4,1.0,0,2,2,0,0,0,0,"[25, 11]","[1, 1]",1,20,2016,Q4,2,FB,3,56,36,2,0,1,0,0,0
1581,1581,7,FB_Q4_2019_17767_7,FB_Q4_2019_17767,ArgQ0,QTNHmuGEJw,"For WhatsApp, it's the biggest countries on WhatsApp.",CLAIM-Fact,2303,2356,['R0'],['SUPPORT'],['PdtKMaNbwZ'],['PREMISE-RealExample'],['2357'],['2486'],"[""So that's countries like India and Mexico and Brazil and Indonesia, which will make up a large part of the community on WhatsApp.""]",1,2,1,1,-1,FB_Q4_2019_17767_ArgQ0,1.0,0,1,0,0,0,1,0,[26],[1],1,11,2019,Q4,1,FB,2,37,26,1,0,1,0,0,0
1582,1582,7,FB_Q4_2019_17767_7,FB_Q4_2019_17767,ArgQ1,9zITHqVDJG,"From a small business perspective, being able to close the loop on ads and transactions, we think, is just going to make it so that it's more valuable to have a presence on our services, and buying ads is going to be more valuable.",CLAIM-Opinion(view),2697,2928,"['R1', 'R2']","['SUPPORT', 'SUPPORT']","['rt6xE-EkpE', 'RvpvpUCBje']","['PREMISE-Fact', 'PREMISE-Fact']","['2929', '3078']","['3077', '3321']","[""So click-to-messaging ads, which the ads run in Facebook and Instagram but then link you to WhatsApp or Messenger, is a product that's growing well."", ""As you can complete more payments in WhatsApp and Messenger, you would expect it to be worth more for businesses to bid more there, which is why we're so far focused on making it so that the payments can be free or really as cheap as possible.""]",1,1,2,1,-1,FB_Q4_2019_17767_ArgQ1,1.0,0,2,2,0,0,0,0,"[29, 51]","[1, 1]",1,50,2019,Q4,2,FB,3,130,80,2,1,0,0,0,0
1583,1583,7,FB_Q4_2019_17767_7,FB_Q4_2019_17767,ArgQ2,Yi3ySBuF6E,"And then there's obviously different engagement levels, maturity of Instagram in those markets that also plays into it.",CLAIM-Fact,1513,1632,['R3'],['SUPPORT'],['eEm_5t5tJy'],['PREMISE-Fact'],['1633'],['1775'],"['I guess not for the Facebook-only stats, but I think you just get different dynamics based on the, really, characteristics of those countries.']",1,1,1,1,-1,FB_Q4_2019_17767_ArgQ2,1.0,0,1,1,0,0,0,0,[27],[1],1,21,2019,Q4,1,FB,2,48,27,1,0,1,0,0,0
1584,1584,7,FB_Q4_2019_17767_7,FB_Q4_2019_17767,ArgQ3,qUcCV3aS-i,So that tends to also have a mitigating impact on ARPU because of the mix towards those lower-ARPU countries as the users grow there more quickly.,CLAIM-Fact,1946,2092,['R4'],['SUPPORT'],['N-Re6_MGLE'],['PREMISE-Fact'],['1777'],['1945'],"[""So that's really what's driven the difference in ARPUs, and you're also getting faster growth in general in the lower-ARPU countries both within Europe and within APAC.""]",2,2,1,1,-1,FB_Q4_2019_17767_ArgQ3,1.0,0,1,1,0,0,0,0,[32],[1],1,27,2019,Q4,1,FB,2,59,32,1,0,1,0,0,0
1585,1585,7,FB_Q2_2016_17264_7,FB_Q2_2016_17264,ArgQ0,Tbn6VXcoL4,So that is something that's growing pretty quickly and that we're really excited about as well.,CLAIM-Opinion(view),1672,1767,['R0'],['SUPPORT'],['IYWUAEF_XH'],['PREMISE-Statistic'],['1420'],['1671'],"[""But another area that's growing incredibly quickly is private messaging, right, where between Messenger and WhatsApp, I think we're around 60 billion messages a day, which I think is something like three times more than the peak of global SMS traffic.""]",1,2,2,0,-1,FB_Q2_2016_17264_ArgQ0,1.0,0,1,0,0,0,0,1,[48],[1],1,19,2016,Q2,1,FB,2,67,48,1,1,0,0,0,0
1586,1586,7,FB_Q2_2016_17264_7,FB_Q2_2016_17264,ArgQ1,0xKIROiQBm,"So we think we're in a good zone on the right ad load, and we do think there's opportunities to grow that modestly.",CLAIM-Opinion(view),2680,2795,['R1'],['SUPPORT'],['cUHeH8A6Dz'],['PREMISE-Fact'],['2504'],['2679'],"[""And we've had a good balance of demand growth and supply growth, and that's led to our good strong financial results and our ability to deliver very strong ROI to advertisers.""]",1,2,1,0,-1,FB_Q2_2016_17264_ArgQ1,1.0,0,1,1,0,0,0,0,[35],[1],1,27,2016,Q2,1,FB,2,62,35,1,1,0,0,0,0
1587,1587,9,AMZN_Q1_2015_17303_9,AMZN_Q1_2015_17303,ArgQ0,I_CVXVdBcA,So we did see a little bit of improvement in terms of growth rate acceleration versus last couple of quarters.,CLAIM-Fact,1723,1833,['R0'],['SUPPORT'],['5Ej2suodTf'],['PREMISE-Statistic'],['1645'],['1722'],"['But the growth was down 2% on a dollar basis, up 14% on local currency basis.']",2,2,1,1,2,AMZN_Q1_2015_17303_ArgQ0,1.0,0,1,0,0,0,0,1,[20],[1],1,21,2015,Q1,1,AMZN,2,41,20,1,0,1,0,0,0
1588,1588,9,AMZN_Q1_2015_17303_9,AMZN_Q1_2015_17303,ArgQ1,piRo7LhRem,"But we're looking – we think there is still a big opportunity, as we mentioned last call, big opportunity with Prime.",CLAIM-Opinion(view),2398,2515,['R1'],['SUPPORT'],['T33ZFVkdDS'],['PREMISE-Fact'],['2516'],['2550'],['Prime is growing at a faster rate.'],0,1,0,1,-1,AMZN_Q1_2015_17303_ArgQ1,1.0,0,1,1,0,0,0,0,[8],[1],1,25,2015,Q1,1,AMZN,2,33,8,1,1,0,0,0,0
1589,1589,9,AMZN_Q1_2015_17303_9,AMZN_Q1_2015_17303,ArgQ2,pFHkUW5UPp,"So, I think you'll see a lot invention, you're seeing a lot of invention from us in China right now.",CLAIM-Opinion(view),569,669,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['ehIO_76ztH', 'LxZofpq7AY']","['PREMISE-Statistic', 'PREMISE-Fact']","['670', '911']","['910', '1177']","[""Amazon is trusted source of authentic [ph] international products and that’s really what we're doubling down on now with a Amazon global store on our own site, which gives Chinese customers access to over 1 million Amazon products globally."", ""And then the team of flagship store for international brands which you've heard about giving thousands of direct imported products access to – customer’s access to these products and those happen to be stocked and ready to ship from our fulfillment centers in China.""]",2,2,1,1,-1,AMZN_Q1_2015_17303_ArgQ2,1.0,0,2,1,0,0,0,1,"[46, 48]","[1, 1]",1,25,2015,Q1,2,AMZN,3,119,94,2,1,0,0,0,0
1590,1590,9,AMZN_Q1_2015_17303_9,AMZN_Q1_2015_17303,ArgQ3,yVSDIpqC3E,So it’s a headwind if you think about it for Q1.,CLAIM-Opinion(view),2349,2397,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['l8RJS6jh9q', 'EBgsXe24lt']","['PREMISE-Fact', 'PREMISE-Fact']","['2101', '2260']","['2259', '2348']","['One thing to keep in mind also, as you look at growth rate for Q1, is last year Q1 we talked about in April 1st there was a consumption tax increase in Japan.', ""We had some –we think some pre-buys in Q1 and we're overlapping that in Q1 of this year.""]",1,1,1,1,3,AMZN_Q1_2015_17303_ArgQ3,1.0,0,2,2,0,0,0,0,"[36, 20]","[1, 1]",1,14,2015,Q1,2,AMZN,3,70,56,2,1,0,0,0,0
1591,1591,9,AMZN_Q1_2015_17303_9,AMZN_Q1_2015_17303,ArgQ4,SBKRAYLj-z,"We're also very excited about India, if you take a look at our results for – from an operating profit standpoint, you see that it was approximately negative 76 million on a dollar basis.",CLAIM-Opinion(view),2780,2966,['R6'],['SUPPORT'],['xkcNklw8pw'],['PREMISE-Fact'],['2967'],['3102'],"['If you back out exchange that’s approximately breakeven, included in there we certainly have a sizeable step up in investment in India.']",1,1,1,1,-1,AMZN_Q1_2015_17303_ArgQ4,1.0,0,1,1,0,0,0,0,[26],[1],1,38,2015,Q1,1,AMZN,2,64,26,1,1,0,0,0,0
1592,1592,7,AMZN_Q3_2018_18405_7,AMZN_Q3_2018_18405,ArgQ0,T1jbrH03_z,"So it wasn't a material impact on the quarter, but we're excited, really excited to start working with the management team there.",CLAIM-Opinion(view),661,790,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['0_wLcAzzME', 'Pg4qr3An_X', 'ah6yf_ICG0']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['631', '791', '812']","['660', '811', '925']","['The deal closed in September.', ""They're very strong."", ""They've done a great job building a highly differentiated customer experience, just customer-centric like we are.""]",2,2,1,1,3,AMZN_Q3_2018_18405_ArgQ0,1.0,0,3,3,0,0,0,0,"[6, 5, 19]","[1, 1, 1]",1,27,2018,Q3,3,AMZN,4,57,30,3,1,0,0,0,0
1593,1593,8,AMZN_Q2_2017_18359_8,AMZN_Q2_2017_18359,ArgQ0,LJpubHmYYE,"So there's a big mix going on, and we like the new innovation that we're bringing to the capabilities, but that ramp still stays about consistent as it was.",CLAIM-Opinion(view),963,1119,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['hE-I0BB_JV', 'oIxK3Rkffk']","['PREMISE-Fact', 'PREMISE-Other']","['588', '760']","['759', '962']","[""We're getting more efficient every time we put new capacity into the network, whether that's through automation or just through the experience we've gained over the years."", ""We still say it takes up to three years or three peaks to get to kind of network efficiency for a new particular facility, and that's about the same although the whole network gets sufficient over time.""]",0,0,0,0,-1,AMZN_Q2_2017_18359_ArgQ0,1.0,0,2,1,0,1,0,0,"[32, 40]","[1, 1]",1,34,2017,Q2,2,AMZN,3,106,72,2,1,0,0,0,0
1594,1594,7,FB_Q2_2017_17628_7,FB_Q2_2017_17628,ArgQ0,r65a8Skskw,"So there is, in that sense, a cannibalistic effect of sorts that happens there.",CLAIM-Fact,995,1074,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['UnSrZLW6a3', 'J48z8cxz7c']","['PREMISE-Fact', 'PREMISE-Fact']","['776', '929']","['928', '994']","['as people spend more time with video, and more time is going to video, that is going to have a limiting factor to how much time they spend in News Feed.', ""And so, that's going to have an impact on impression rate growth.""]",2,1,1,1,-1,FB_Q2_2017_17628_ArgQ0,1.0,0,2,2,0,0,0,0,"[34, 15]","[1, 1]",1,17,2017,Q2,2,FB,3,66,49,2,0,1,0,0,0
1595,1595,7,FB_Q2_2017_17628_7,FB_Q2_2017_17628,ArgQ1,YugBggSka5,"And so, we're seeing consumers adopting that and we're building products for them.",CLAIM-Fact,1251,1333,['R2'],['SUPPORT'],['Z3Z3sdhN-V'],['PREMISE-Fact'],['1075'],['1250'],"['But what Mark alluded to was video is where people – as networks improve and devices improve and our products improve, video is the most engaging experience that we can offer.']",0,1,1,0,-1,FB_Q2_2017_17628_ArgQ1,1.0,0,1,1,0,0,0,0,[33],[1],1,17,2017,Q2,1,FB,2,50,33,1,0,1,0,0,0
1596,1596,5,AAPL_Q4_2016_17608_5,AAPL_Q4_2016_17608,ArgQ0,NcaOpmhV41,"On a sequential basis, we are essentially guiding to some improvement in gross margins.",CLAIM-Fact,840,927,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['5K3nqoTKU-', 'YsHpzKwCYm']","['PREMISE-Statistic', 'PREMISE-Fact']","['928', '994']","['993', '1175']","['We had 38% both in the June quarter and in the September quarter.', ""We're guiding slightly higher for the December quarter because on the positive, we're going to have of course better leverage and the mix in the December quarter tends to be better.""]",2,2,2,1,2,AAPL_Q4_2016_17608_ArgQ0,1.0,0,2,1,0,0,0,1,"[15, 35]","[1, 1]",1,16,2016,Q4,2,AAPL,3,66,50,2,0,1,0,0,0
1597,1597,5,AAPL_Q4_2016_17608_5,AAPL_Q4_2016_17608,ArgQ1,9a7herwKB5,But we need to keep into account the fact that these positives are going to be partially offset by the cost structures of the new products that we are launching now and we've launched already a few during the September quarter and that will have an impact on our December quarter results.,CLAIM-Opinion(view),1176,1464,"['R2', 'R3', 'R4']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['kH0VpRQ0Rs', '2qdgRBcXcu', 'DsJfi1uj3X']","['PREMISE-Statistic', 'PREMISE-Statistic', 'PREMISE-Statistic']","['1674', '1768', '1815']","['1767', '1814', '1916']","[""And it's the fact that last year we had this award for a patent infringement of $548 million."", 'That is, at the gross margin level, is 40 bps.', ""And then we've got the FX situation, which I mentioned before, which is worth another 60 bps, 70 bps.""]",2,2,2,1,1,AAPL_Q4_2016_17608_ArgQ1,1.0,0,3,0,0,0,0,3,"[21, 13, 24]","[1, 1, 1]",1,54,2016,Q4,3,AAPL,4,112,58,3,1,0,0,0,0
